ky_tu,so_anh_chua,ty_le_anh,tong_so_lan_xuat_hien,ty_le_tan_suat
熷,4,0.0104%,4,0.0009%
燎,4,0.0104%,4,0.0009%
爨,4,0.0104%,4,0.0009%
爻,4,0.0104%,4,0.0009%
爽,4,0.0104%,4,0.0009%
牖,4,0.0104%,4,0.0009%
牡,4,0.0104%,4,0.0009%
獍,4,0.0104%,4,0.0009%
玖,4,0.0104%,4,0.0009%
玷,4,0.0104%,4,0.0009%
珉,4,0.0104%,4,0.0009%
琨,4,0.0104%,4,0.0009%
琳,4,0.0104%,4,0.0009%
瑁,4,0.0104%,4,0.0009%
璟,4,0.0104%,4,0.0009%
甸,4,0.0104%,4,0.0009%
畟,3,0.0078%,4,0.0009%
疽,4,0.0104%,4,0.0009%
痊,4,0.0104%,4,0.0009%
瘟,4,0.0104%,4,0.0009%
瘠,4,0.0104%,4,0.0009%
瞑,4,0.0104%,4,0.0009%
瞿,4,0.0104%,4,0.0009%
砥,4,0.0104%,4,0.0009%
碁,4,0.0104%,4,0.0009%
碍,4,0.0104%,4,0.0009%
祁,4,0.0104%,4,0.0009%
祧,4,0.0104%,4,0.0009%
离,4,0.0104%,4,0.0009%
稀,4,0.0104%,4,0.0009%
穗,4,0.0104%,4,0.0009%
窟,4,0.0104%,4,0.0009%
筋,4,0.0104%,4,0.0009%
筠,4,0.0104%,4,0.0009%
箱,4,0.0104%,4,0.0009%
簮,4,0.0104%,4,0.0009%
簽,4,0.0104%,4,0.0009%
粗,4,0.0104%,4,0.0009%
粹,4,0.0104%,4,0.0009%
組,4,0.0104%,4,0.0009%
緝,4,0.0104%,4,0.0009%
縮,4,0.0104%,4,0.0009%
繚,4,0.0104%,4,0.0009%
繹,4,0.0104%,4,0.0009%
纓,4,0.0104%,4,0.0009%
经,4,0.0104%,4,0.0009%
绳,4,0.0104%,4,0.0009%
聯,4,0.0104%,4,0.0009%
股,4,0.0104%,4,0.0009%
肢,4,0.0104%,4,0.0009%
脊,4,0.0104%,4,0.0009%
膂,4,0.0104%,4,0.0009%
艚,4,0.0104%,4,0.0009%
艟,4,0.0104%,4,0.0009%
艨,4,0.0104%,4,0.0009%
芽,4,0.0104%,4,0.0009%
茵,4,0.0104%,4,0.0009%
荼,4,0.0104%,4,0.0009%
菁,4,0.0104%,4,0.0009%
菓,4,0.0104%,4,0.0009%
萧,4,0.0104%,4,0.0009%
葑,4,0.0104%,4,0.0009%
蒂,4,0.0104%,4,0.0009%
蒞,4,0.0104%,4,0.0009%
蒥,4,0.0104%,4,0.0009%
蔥,4,0.0104%,4,0.0009%
蔬,4,0.0104%,4,0.0009%
蕊,4,0.0104%,4,0.0009%
虛,4,0.0104%,4,0.0009%
蚩,4,0.0104%,4,0.0009%
蝴,4,0.0104%,4,0.0009%
蝶,4,0.0104%,4,0.0009%
蟲,4,0.0104%,4,0.0009%
衫,4,0.0104%,4,0.0009%
衹,4,0.0104%,4,0.0009%
衾,4,0.0104%,4,0.0009%
袋,4,0.0104%,4,0.0009%
裘,4,0.0104%,4,0.0009%
襌,4,0.0104%,4,0.0009%
詆,4,0.0104%,4,0.0009%
詎,4,0.0104%,4,0.0009%
詼,4,0.0104%,4,0.0009%
諂,4,0.0104%,4,0.0009%
諺,4,0.0104%,4,0.0009%
謟,4,0.0104%,4,0.0009%
謾,4,0.0104%,4,0.0009%
證,4,0.0104%,4,0.0009%
譬,4,0.0104%,4,0.0009%
讋,4,0.0104%,4,0.0009%
讎,4,0.0104%,4,0.0009%
豆,4,0.0104%,4,0.0009%
貲,4,0.0104%,4,0.0009%
賃,4,0.0104%,4,0.0009%
贑,4,0.0104%,4,0.0009%
踴,4,0.0104%,4,0.0009%
軟,4,0.0104%,4,0.0009%
輜,4,0.0104%,4,0.0009%
逕,4,0.0104%,4,0.0009%
遮,4,0.0104%,4,0.0009%
邂,4,0.0104%,4,0.0009%
郢,4,0.0104%,4,0.0009%
鄠,4,0.0104%,4,0.0009%
酖,4,0.0104%,4,0.0009%
釀,4,0.0104%,4,0.0009%
鋤,4,0.0104%,4,0.0009%
鋸,4,0.0104%,4,0.0009%
鎣,4,0.0104%,4,0.0009%
鎰,3,0.0078%,4,0.0009%
鏖,4,0.0104%,4,0.0009%
閫,4,0.0104%,4,0.0009%
闋,4,0.0104%,4,0.0009%
雒,3,0.0078%,4,0.0009%
霑,4,0.0104%,4,0.0009%
靄,4,0.0104%,4,0.0009%
静,4,0.0104%,4,0.0009%
鞫,4,0.0104%,4,0.0009%
颶,4,0.0104%,4,0.0009%
騶,4,0.0104%,4,0.0009%
驟,4,0.0104%,4,0.0009%
鮪,4,0.0104%,4,0.0009%
鯁,4,0.0104%,4,0.0009%
鰲,3,0.0078%,4,0.0009%
鴨,4,0.0104%,4,0.0009%
鵡,4,0.0104%,4,0.0009%
麓,4,0.0104%,4,0.0009%
黔,4,0.0104%,4,0.0009%
黠,4,0.0104%,4,0.0009%
齎,4,0.0104%,4,0.0009%
𠆳,4,0.0104%,4,0.0009%
𠇍,4,0.0104%,4,0.0009%
𠎪,4,0.0104%,4,0.0009%
𠑽,4,0.0104%,4,0.0009%
𠖰,4,0.0104%,4,0.0009%
𠞹,4,0.0104%,4,0.0009%
𠫆,4,0.0104%,4,0.0009%
𠴠,4,0.0104%,4,0.0009%
𠹳,4,0.0104%,4,0.0009%
𠼾,4,0.0104%,4,0.0009%
𠾔,4,0.0104%,4,0.0009%
𡅧,4,0.0104%,4,0.0009%
𡋿,4,0.0104%,4,0.0009%
𡢽,3,0.0078%,4,0.0009%
𡨸,3,0.0078%,4,0.0009%
𢠨,4,0.0104%,4,0.0009%
𢬂,3,0.0078%,4,0.0009%
𢭗,4,0.0104%,4,0.0009%
𢴾,4,0.0104%,4,0.0009%
𢶢,4,0.0104%,4,0.0009%
𢷏,4,0.0104%,4,0.0009%
𣛠,4,0.0104%,4,0.0009%
𣛧,3,0.0078%,4,0.0009%
𣜿,4,0.0104%,4,0.0009%
𣨰,4,0.0104%,4,0.0009%
𣵶,4,0.0104%,4,0.0009%
𤈜,4,0.0104%,4,0.0009%
𤏧,4,0.0104%,4,0.0009%
𤭸,4,0.0104%,4,0.0009%
𤶐,4,0.0104%,4,0.0009%
𤻻,4,0.0104%,4,0.0009%
𥑥,4,0.0104%,4,0.0009%
𥜤,4,0.0104%,4,0.0009%
𥿗,4,0.0104%,4,0.0009%
𦂶,3,0.0078%,4,0.0009%
𦘧,4,0.0104%,4,0.0009%
𧂭,4,0.0104%,4,0.0009%
𧋆,4,0.0104%,4,0.0009%
𧛋,4,0.0104%,4,0.0009%
𧯶,4,0.0104%,4,0.0009%
𨁏,4,0.0104%,4,0.0009%
𨂚,4,0.0104%,4,0.0009%
𨋣,4,0.0104%,4,0.0009%
𨷶,4,0.0104%,4,0.0009%
𩆷,4,0.0104%,4,0.0009%
𩛜,4,0.0104%,4,0.0009%
𪠘,4,0.0104%,4,0.0009%
𪡵,4,0.0104%,4,0.0009%
𪽗,4,0.0104%,4,0.0009%
𫥌,4,0.0104%,4,0.0009%
𫪹,4,0.0104%,4,0.0009%
𬇚,4,0.0104%,4,0.0009%
𬏓,4,0.0104%,4,0.0009%
𬡢,4,0.0104%,4,0.0009%
𭝫,4,0.0104%,4,0.0009%
𮌐,4,0.0104%,4,0.0009%
󰁇,4,0.0104%,4,0.0009%
󰁏,4,0.0104%,4,0.0009%
󰄹,4,0.0104%,4,0.0009%
󰇮,3,0.0078%,4,0.0009%
󰇿,2,0.0052%,4,0.0009%
󰈫,4,0.0104%,4,0.0009%
󰒺,4,0.0104%,4,0.0009%
󰔻,3,0.0078%,4,0.0009%
󰕔,4,0.0104%,4,0.0009%
󰠚,2,0.0052%,4,0.0009%
󰡑,4,0.0104%,4,0.0009%
󰡰,3,0.0078%,4,0.0009%
󰲡,4,0.0104%,4,0.0009%
󱁲,4,0.0104%,4,0.0009%
󱉎,4,0.0104%,4,0.0009%
󱋔,4,0.0104%,4,0.0009%
㕰,3,0.0078%,3,0.0007%
㖡,3,0.0078%,3,0.0007%
㗇,3,0.0078%,3,0.0007%
㗑,3,0.0078%,3,0.0007%
㗜,3,0.0078%,3,0.0007%
㚴,3,0.0078%,3,0.0007%
㤿,3,0.0078%,3,0.0007%
㥯,3,0.0078%,3,0.0007%
㨢,3,0.0078%,3,0.0007%
㨳,3,0.0078%,3,0.0007%
㫧,3,0.0078%,3,0.0007%
䁀,3,0.0078%,3,0.0007%
䏕,3,0.0078%,3,0.0007%
䕃,3,0.0078%,3,0.0007%
䖝,3,0.0078%,3,0.0007%
䚟,3,0.0078%,3,0.0007%
䰸,3,0.0078%,3,0.0007%
与,3,0.0078%,3,0.0007%
亢,3,0.0078%,3,0.0007%
什,3,0.0078%,3,0.0007%
佚,3,0.0078%,3,0.0007%
侣,3,0.0078%,3,0.0007%
俠,3,0.0078%,3,0.0007%
倜,3,0.0078%,3,0.0007%
値,3,0.0078%,3,0.0007%
倥,3,0.0078%,3,0.0007%
偵,3,0.0078%,3,0.0007%
儆,3,0.0078%,3,0.0007%
兖,3,0.0078%,3,0.0007%
养,3,0.0078%,3,0.0007%
冀,3,0.0078%,3,0.0007%
凛,3,0.0078%,3,0.0007%
剽,3,0.0078%,3,0.0007%
努,3,0.0078%,3,0.0007%
勌,2,0.0052%,3,0.0007%
匜,3,0.0078%,3,0.0007%
卨,3,0.0078%,3,0.0007%
厢,3,0.0078%,3,0.0007%
叄,3,0.0078%,3,0.0007%
叟,3,0.0078%,3,0.0007%
叮,3,0.0078%,3,0.0007%
吃,3,0.0078%,3,0.0007%
吐,3,0.0078%,3,0.0007%
吔,3,0.0078%,3,0.0007%
吠,3,0.0078%,3,0.0007%
吪,3,0.0078%,3,0.0007%
呢,3,0.0078%,3,0.0007%
咥,3,0.0078%,3,0.0007%
哺,3,0.0078%,3,0.0007%
唎,3,0.0078%,3,0.0007%
唪,3,0.0078%,3,0.0007%
啂,3,0.0078%,3,0.0007%
啐,3,0.0078%,3,0.0007%
啣,3,0.0078%,3,0.0007%
啼,3,0.0078%,3,0.0007%
喓,3,0.0078%,3,0.0007%
喥,3,0.0078%,3,0.0007%
噫,3,0.0078%,3,0.0007%
嚚,3,0.0078%,3,0.0007%
圯,3,0.0078%,3,0.0007%
坚,3,0.0078%,3,0.0007%
埒,3,0.0078%,3,0.0007%
埝,3,0.0078%,3,0.0007%
堠,3,0.0078%,3,0.0007%
塌,3,0.0078%,3,0.0007%
塹,3,0.0078%,3,0.0007%
壈,3,0.0078%,3,0.0007%
壙,3,0.0078%,3,0.0007%
壤,3,0.0078%,3,0.0007%
壳,3,0.0078%,3,0.0007%
夬,3,0.0078%,3,0.0007%
妤,3,0.0078%,3,0.0007%
姆,3,0.0078%,3,0.0007%
姥,3,0.0078%,3,0.0007%
姮,3,0.0078%,3,0.0007%
媳,3,0.0078%,3,0.0007%
嫂,2,0.0052%,3,0.0007%
学,3,0.0078%,3,0.0007%
孱,3,0.0078%,3,0.0007%
孺,3,0.0078%,3,0.0007%
宲,3,0.0078%,3,0.0007%
嵐,3,0.0078%,3,0.0007%
幀,3,0.0078%,3,0.0007%
幍,3,0.0078%,3,0.0007%
幢,3,0.0078%,3,0.0007%
庠,3,0.0078%,3,0.0007%
廂,3,0.0078%,3,0.0007%
廻,3,0.0078%,3,0.0007%
弁,3,0.0078%,3,0.0007%
弔,3,0.0078%,3,0.0007%
彎,3,0.0078%,3,0.0007%
徬,3,0.0078%,3,0.0007%
忒,3,0.0078%,3,0.0007%
怍,2,0.0052%,3,0.0007%
怪,3,0.0078%,3,0.0007%
恇,3,0.0078%,3,0.0007%
恍,3,0.0078%,3,0.0007%
恙,3,0.0078%,3,0.0007%
惚,3,0.0078%,3,0.0007%
惰,3,0.0078%,3,0.0007%
惱,1,0.0026%,3,0.0007%
惸,2,0.0052%,3,0.0007%
惻,3,0.0078%,3,0.0007%
愬,3,0.0078%,3,0.0007%
愷,3,0.0078%,3,0.0007%
慝,3,0.0078%,3,0.0007%
慣,3,0.0078%,3,0.0007%
憸,3,0.0078%,3,0.0007%
扆,3,0.0078%,3,0.0007%
扔,3,0.0078%,3,0.0007%
扣,3,0.0078%,3,0.0007%
扯,3,0.0078%,3,0.0007%
抅,3,0.0078%,3,0.0007%
拁,3,0.0078%,3,0.0007%
担,3,0.0078%,3,0.0007%
拷,3,0.0078%,3,0.0007%
拸,3,0.0078%,3,0.0007%
挹,3,0.0078%,3,0.0007%
換,3,0.0078%,3,0.0007%
揨,3,0.0078%,3,0.0007%
揲,3,0.0078%,3,0.0007%
搥,3,0.0078%,3,0.0007%
摷,3,0.0078%,3,0.0007%
撂,3,0.0078%,3,0.0007%
擀,3,0.0078%,3,0.0007%
擎,3,0.0078%,3,0.0007%
擔,3,0.0078%,3,0.0007%
擣,3,0.0078%,3,0.0007%
擱,3,0.0078%,3,0.0007%
擺,3,0.0078%,3,0.0007%
攙,3,0.0078%,3,0.0007%
攽,3,0.0078%,3,0.0007%
敭,3,0.0078%,3,0.0007%
斐,3,0.0078%,3,0.0007%
旄,3,0.0078%,3,0.0007%
昴,3,0.0078%,3,0.0007%
晡,3,0.0078%,3,0.0007%
曇,3,0.0078%,3,0.0007%
朿,3,0.0078%,3,0.0007%
杵,3,0.0078%,3,0.0007%
枷,3,0.0078%,3,0.0007%
柜,2,0.0052%,3,0.0007%
柬,3,0.0078%,3,0.0007%
栐,3,0.0078%,3,0.0007%
梞,3,0.0078%,3,0.0007%
梣,3,0.0078%,3,0.0007%
梵,3,0.0078%,3,0.0007%
棧,3,0.0078%,3,0.0007%
棺,3,0.0078%,3,0.0007%
椎,3,0.0078%,3,0.0007%
椒,3,0.0078%,3,0.0007%
椽,3,0.0078%,3,0.0007%
楂,3,0.0078%,3,0.0007%
榆,3,0.0078%,3,0.0007%
槁,3,0.0078%,3,0.0007%
槓,3,0.0078%,3,0.0007%
槖,3,0.0078%,3,0.0007%
樑,3,0.0078%,3,0.0007%
櫃,3,0.0078%,3,0.0007%
欤,2,0.0052%,3,0.0007%
歃,3,0.0078%,3,0.0007%
殞,3,0.0078%,3,0.0007%
殫,3,0.0078%,3,0.0007%
氾,3,0.0078%,3,0.0007%
沃,3,0.0078%,3,0.0007%
沸,3,0.0078%,3,0.0007%
泡,3,0.0078%,3,0.0007%
洃,3,0.0078%,3,0.0007%
洙,3,0.0078%,3,0.0007%
洶,3,0.0078%,3,0.0007%
活,3,0.0078%,3,0.0007%
涣,3,0.0078%,3,0.0007%
涨,3,0.0078%,3,0.0007%
淀,3,0.0078%,3,0.0007%
渝,3,0.0078%,3,0.0007%
渧,3,0.0078%,3,0.0007%
湛,3,0.0078%,3,0.0007%
滥,3,0.0078%,3,0.0007%
漳,3,0.0078%,3,0.0007%
潝,3,0.0078%,3,0.0007%
潯,3,0.0078%,3,0.0007%
澂,3,0.0078%,3,0.0007%
濠,3,0.0078%,3,0.0007%
瀆,3,0.0078%,3,0.0007%
灝,3,0.0078%,3,0.0007%
炉,3,0.0078%,3,0.0007%
烣,3,0.0078%,3,0.0007%
犢,3,0.0078%,3,0.0007%
玦,3,0.0078%,3,0.0007%
玨,3,0.0078%,3,0.0007%
玲,3,0.0078%,3,0.0007%
琅,3,0.0078%,3,0.0007%
琇,3,0.0078%,3,0.0007%
琱,3,0.0078%,3,0.0007%
瑠,3,0.0078%,3,0.0007%
瑳,3,0.0078%,3,0.0007%
璤,3,0.0078%,3,0.0007%
璹,3,0.0078%,3,0.0007%
瓏,3,0.0078%,3,0.0007%
甍,2,0.0052%,3,0.0007%
畆,3,0.0078%,3,0.0007%
畋,3,0.0078%,3,0.0007%
疚,3,0.0078%,3,0.0007%
痆,3,0.0078%,3,0.0007%
痔,3,0.0078%,3,0.0007%
痺,3,0.0078%,3,0.0007%
癃,3,0.0078%,3,0.0007%
癒,3,0.0078%,3,0.0007%
皓,3,0.0078%,3,0.0007%
皿,3,0.0078%,3,0.0007%
盂,3,0.0078%,3,0.0007%
盾,3,0.0078%,3,0.0007%
眩,3,0.0078%,3,0.0007%
睠,3,0.0078%,3,0.0007%
瞬,3,0.0078%,3,0.0007%
矟,3,0.0078%,3,0.0007%
矾,3,0.0078%,3,0.0007%
砂,3,0.0078%,3,0.0007%
研,3,0.0078%,3,0.0007%
砭,3,0.0078%,3,0.0007%
碗,2,0.0052%,3,0.0007%
確,3,0.0078%,3,0.0007%
礙,3,0.0078%,3,0.0007%
礮,2,0.0052%,3,0.0007%
祉,3,0.0078%,3,0.0007%
票,3,0.0078%,3,0.0007%
祸,3,0.0078%,3,0.0007%
秤,3,0.0078%,3,0.0007%
稿,3,0.0078%,3,0.0007%
穀,3,0.0078%,3,0.0007%
穡,3,0.0078%,3,0.0007%
穢,3,0.0078%,3,0.0007%
窈,3,0.0078%,3,0.0007%
窕,3,0.0078%,3,0.0007%
笈,3,0.0078%,3,0.0007%
笋,3,0.0078%,3,0.0007%
箠,3,0.0078%,3,0.0007%
箫,3,0.0078%,3,0.0007%
篮,3,0.0078%,3,0.0007%
簩,3,0.0078%,3,0.0007%
簷,3,0.0078%,3,0.0007%
籖,3,0.0078%,3,0.0007%
籙,3,0.0078%,3,0.0007%
粲,3,0.0078%,3,0.0007%
糜,3,0.0078%,3,0.0007%
紇,3,0.0078%,3,0.0007%
絖,3,0.0078%,3,0.0007%
緋,3,0.0078%,3,0.0007%
緍,3,0.0078%,3,0.0007%
縂,3,0.0078%,3,0.0007%
縝,3,0.0078%,3,0.0007%
縸,3,0.0078%,3,0.0007%
翥,3,0.0078%,3,0.0007%
翫,3,0.0078%,3,0.0007%
耑,3,0.0078%,3,0.0007%
聾,3,0.0078%,3,0.0007%
肘,3,0.0078%,3,0.0007%
胆,3,0.0078%,3,0.0007%
胎,3,0.0078%,3,0.0007%
脾,3,0.0078%,3,0.0007%
腫,3,0.0078%,3,0.0007%
膆,3,0.0078%,3,0.0007%
膻,3,0.0078%,3,0.0007%
臆,3,0.0078%,3,0.0007%
臉,3,0.0078%,3,0.0007%
舚,3,0.0078%,3,0.0007%
舛,3,0.0078%,3,0.0007%
艾,3,0.0078%,3,0.0007%
芻,3,0.0078%,3,0.0007%
苞,3,0.0078%,3,0.0007%
茅,3,0.0078%,3,0.0007%
茘,3,0.0078%,3,0.0007%
荅,3,0.0078%,3,0.0007%
荑,3,0.0078%,3,0.0007%
莘,3,0.0078%,3,0.0007%
莺,3,0.0078%,3,0.0007%
葱,3,0.0078%,3,0.0007%
蒜,2,0.0052%,3,0.0007%
蓝,3,0.0078%,3,0.0007%
蓴,3,0.0078%,3,0.0007%
蔗,3,0.0078%,3,0.0007%
蕞,2,0.0052%,3,0.0007%
蕢,3,0.0078%,3,0.0007%
蕪,3,0.0078%,3,0.0007%
薩,3,0.0078%,3,0.0007%
藟,3,0.0078%,3,0.0007%
藹,3,0.0078%,3,0.0007%
虅,3,0.0078%,3,0.0007%
虢,2,0.0052%,3,0.0007%
蛙,3,0.0078%,3,0.0007%
蝕,3,0.0078%,3,0.0007%
螟,3,0.0078%,3,0.0007%
螳,3,0.0078%,3,0.0007%
衘,3,0.0078%,3,0.0007%
袁,2,0.0052%,3,0.0007%
袤,3,0.0078%,3,0.0007%
覬,3,0.0078%,3,0.0007%
訢,3,0.0078%,3,0.0007%
訣,3,0.0078%,3,0.0007%
詹,3,0.0078%,3,0.0007%
諉,3,0.0078%,3,0.0007%
諝,3,0.0078%,3,0.0007%
諠,3,0.0078%,3,0.0007%
譎,3,0.0078%,3,0.0007%
譸,3,0.0078%,3,0.0007%
谿,3,0.0078%,3,0.0007%
豁,3,0.0078%,3,0.0007%
豹,3,0.0078%,3,0.0007%
豺,3,0.0078%,3,0.0007%
貂,3,0.0078%,3,0.0007%
貼,3,0.0078%,3,0.0007%
贊,3,0.0078%,3,0.0007%
贍,3,0.0078%,3,0.0007%
贓,3,0.0078%,3,0.0007%
趂,3,0.0078%,3,0.0007%
跌,3,0.0078%,3,0.0007%
跬,3,0.0078%,3,0.0007%
踐,3,0.0078%,3,0.0007%
蹅,3,0.0078%,3,0.0007%
蹇,3,0.0078%,3,0.0007%
躐,3,0.0078%,3,0.0007%
躙,3,0.0078%,3,0.0007%
軸,3,0.0078%,3,0.0007%
輶,3,0.0078%,3,0.0007%
辠,3,0.0078%,3,0.0007%
迦,3,0.0078%,3,0.0007%
遞,3,0.0078%,3,0.0007%
邏,3,0.0078%,3,0.0007%
鄔,3,0.0078%,3,0.0007%
酢,3,0.0078%,3,0.0007%
銑,3,0.0078%,3,0.0007%
銷,3,0.0078%,3,0.0007%
鋉,3,0.0078%,3,0.0007%
鋹,2,0.0052%,3,0.0007%
鋼,3,0.0078%,3,0.0007%
錐,3,0.0078%,3,0.0007%
鎧,3,0.0078%,3,0.0007%
鏑,3,0.0078%,3,0.0007%
鏕,3,0.0078%,3,0.0007%
鏡,3,0.0078%,3,0.0007%
鏦,3,0.0078%,3,0.0007%
鐮,3,0.0078%,3,0.0007%
闇,2,0.0052%,3,0.0007%
门,3,0.0078%,3,0.0007%
问,3,0.0078%,3,0.0007%
险,3,0.0078%,3,0.0007%
雌,3,0.0078%,3,0.0007%
雎,3,0.0078%,3,0.0007%
雩,3,0.0078%,3,0.0007%
霸,3,0.0078%,3,0.0007%
頡,3,0.0078%,3,0.0007%
頮,3,0.0078%,3,0.0007%
頸,3,0.0078%,3,0.0007%
餉,3,0.0078%,3,0.0007%
饕,3,0.0078%,3,0.0007%
駒,3,0.0078%,3,0.0007%
駿,3,0.0078%,3,0.0007%
鯢,3,0.0078%,3,0.0007%
鯧,3,0.0078%,3,0.0007%
鰐,3,0.0078%,3,0.0007%
鳩,3,0.0078%,3,0.0007%
鴞,3,0.0078%,3,0.0007%
鵬,3,0.0078%,3,0.0007%
鶩,3,0.0078%,3,0.0007%
鷂,3,0.0078%,3,0.0007%
麒,3,0.0078%,3,0.0007%
麞,3,0.0078%,3,0.0007%
麥,3,0.0078%,3,0.0007%
鼐,3,0.0078%,3,0.0007%
鼔,3,0.0078%,3,0.0007%
龟,3,0.0078%,3,0.0007%
𠁂,3,0.0078%,3,0.0007%
𠁟,3,0.0078%,3,0.0007%
𠤆,3,0.0078%,3,0.0007%
𠯆,3,0.0078%,3,0.0007%
𠯦,3,0.0078%,3,0.0007%
𠯿,3,0.0078%,3,0.0007%
𠱆,3,0.0078%,3,0.0007%
𠲶,3,0.0078%,3,0.0007%
𠳗,3,0.0078%,3,0.0007%
𠴊,3,0.0078%,3,0.0007%
𠴛,3,0.0078%,3,0.0007%
𠶑,2,0.0052%,3,0.0007%
𠸍,3,0.0078%,3,0.0007%
𠹚,3,0.0078%,3,0.0007%
𠻞,3,0.0078%,3,0.0007%
𠻨,3,0.0078%,3,0.0007%
𠽇,3,0.0078%,3,0.0007%
𡀢,3,0.0078%,3,0.0007%
𡁾,3,0.0078%,3,0.0007%
𡃍,3,0.0078%,3,0.0007%
𡃚,3,0.0078%,3,0.0007%
𡊱,3,0.0078%,3,0.0007%
𡎛,3,0.0078%,3,0.0007%
𡮨,3,0.0078%,3,0.0007%
𡵆,3,0.0078%,3,0.0007%
𡹡,3,0.0078%,3,0.0007%
𢌃,3,0.0078%,3,0.0007%
𢘝,3,0.0078%,3,0.0007%
𢘩,3,0.0078%,3,0.0007%
𢢲,3,0.0078%,3,0.0007%
𢤞,3,0.0078%,3,0.0007%
𢫊,3,0.0078%,3,0.0007%
𢫫,3,0.0078%,3,0.0007%
𢬢,3,0.0078%,3,0.0007%
𢭯,3,0.0078%,3,0.0007%
𢱗,3,0.0078%,3,0.0007%
𢸚,3,0.0078%,3,0.0007%
𢺤,3,0.0078%,3,0.0007%
𣂷,3,0.0078%,3,0.0007%
𣉙,2,0.0052%,3,0.0007%
𣋀,3,0.0078%,3,0.0007%
𣑯,3,0.0078%,3,0.0007%
𣑻,3,0.0078%,3,0.0007%
𣖖,3,0.0078%,3,0.0007%
𣘛,3,0.0078%,3,0.0007%
𣵲,3,0.0078%,3,0.0007%
𣹓,3,0.0078%,3,0.0007%
𣹕,3,0.0078%,3,0.0007%
𣿌,3,0.0078%,3,0.0007%
𤀏,3,0.0078%,3,0.0007%
𤄱,3,0.0078%,3,0.0007%
𤈊,3,0.0078%,3,0.0007%
𤈪,3,0.0078%,3,0.0007%
𤋾,3,0.0078%,3,0.0007%
𤌄,3,0.0078%,3,0.0007%
𤍇,3,0.0078%,3,0.0007%
𤎕,3,0.0078%,3,0.0007%
𤑍,3,0.0078%,3,0.0007%
𤗹,3,0.0078%,3,0.0007%
𤠄,3,0.0078%,3,0.0007%
𤢇,3,0.0078%,3,0.0007%
𤩽,3,0.0078%,3,0.0007%
𤯨,3,0.0078%,3,0.0007%
𤷄,3,0.0078%,3,0.0007%
𥊛,3,0.0078%,3,0.0007%
𥊣,3,0.0078%,3,0.0007%
𥚇,3,0.0078%,3,0.0007%
𥮊,3,0.0078%,3,0.0007%
𥯒,3,0.0078%,3,0.0007%
𥱰,3,0.0078%,3,0.0007%
𥿺,3,0.0078%,3,0.0007%
𦀫,3,0.0078%,3,0.0007%
𦂾,3,0.0078%,3,0.0007%
𦍛,3,0.0078%,3,0.0007%
𦎍,3,0.0078%,3,0.0007%
𦛜,3,0.0078%,3,0.0007%
𦲾,3,0.0078%,3,0.0007%
𧋻,3,0.0078%,3,0.0007%
𧐖,3,0.0078%,3,0.0007%
𧥇,3,0.0078%,3,0.0007%
𧿆,3,0.0078%,3,0.0007%
𧿫,2,0.0052%,3,0.0007%
𨂻,3,0.0078%,3,0.0007%
𨒻,3,0.0078%,3,0.0007%
𨔿,3,0.0078%,3,0.0007%
𨢄,3,0.0078%,3,0.0007%
𨪪,3,0.0078%,3,0.0007%
𨭗,3,0.0078%,3,0.0007%
𨻶,3,0.0078%,3,0.0007%
𩆪,3,0.0078%,3,0.0007%
𩚵,3,0.0078%,3,0.0007%
𪀊,3,0.0078%,3,0.0007%
𪂲,3,0.0078%,3,0.0007%
𪖫,3,0.0078%,3,0.0007%
𪟦,3,0.0078%,3,0.0007%
𪠗,3,0.0078%,3,0.0007%
𪰹,3,0.0078%,3,0.0007%
𫅠,3,0.0078%,3,0.0007%
𫉚,3,0.0078%,3,0.0007%
𫔮,3,0.0078%,3,0.0007%
𫕲,3,0.0078%,3,0.0007%
𫧇,3,0.0078%,3,0.0007%
𫼰,3,0.0078%,3,0.0007%
𫼳,3,0.0078%,3,0.0007%
𫽘,3,0.0078%,3,0.0007%
𬁑,3,0.0078%,3,0.0007%
𬁷,2,0.0052%,3,0.0007%
𬅉,3,0.0078%,3,0.0007%
𬓲,3,0.0078%,3,0.0007%
𬡹,3,0.0078%,3,0.0007%
𬦮,3,0.0078%,3,0.0007%
𬫤,3,0.0078%,3,0.0007%
𬮦,3,0.0078%,3,0.0007%
𬰅,3,0.0078%,3,0.0007%
𬹸,3,0.0078%,3,0.0007%
𬼀,3,0.0078%,3,0.0007%
𭈿,3,0.0078%,3,0.0007%
𭉑,3,0.0078%,3,0.0007%
𭔰,3,0.0078%,3,0.0007%
𰮳,3,0.0078%,3,0.0007%
󰁍,3,0.0078%,3,0.0007%
󰃚,3,0.0078%,3,0.0007%
󰆹,3,0.0078%,3,0.0007%
󰇵,3,0.0078%,3,0.0007%
󰇽,3,0.0078%,3,0.0007%
󰉵,3,0.0078%,3,0.0007%
󰉹,3,0.0078%,3,0.0007%
󰊈,3,0.0078%,3,0.0007%
󰊽,3,0.0078%,3,0.0007%
󰌩,3,0.0078%,3,0.0007%
󰍆,3,0.0078%,3,0.0007%
󰔓,3,0.0078%,3,0.0007%
󰕵,3,0.0078%,3,0.0007%
󰖧,3,0.0078%,3,0.0007%
󰜌,3,0.0078%,3,0.0007%
󰜑,3,0.0078%,3,0.0007%
󰞌,3,0.0078%,3,0.0007%
